T09,Health Personnel,,,,,
528,Netherlands,2010,Health personnel: Pharmacists (number),3308.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2010,Health personnel: Pharmacists (per 1000 population),0.1983,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2010,Health personnel: Nurses and midwives (number),2681.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2010,Health personnel: Nurses and midwives personnel (per 1000 population),0.1607,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2015,Health personnel: Physicians (number),59144.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2015,Health personnel: Physicians (per 1000 population),34.9200,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2015,Health personnel: Dentists (number),8561.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2015,Health personnel: Dentists (per 1000 population),0.5054,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2015,Health personnel: Pharmacists (number),3599.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2015,Health personnel: Pharmacists (per 1000 population),0.2125,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2015,Health personnel: Nurses and midwives (number),182070.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2015,Health personnel: Nurses and midwives personnel (per 1000 population),10.7489,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2017,Health personnel: Physicians (number),61368.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2017,Health personnel: Physicians (per 1000 population),36.0500,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2017,Health personnel: Pharmacists (number),3578.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2017,Health personnel: Pharmacists (per 1000 population),0.2102,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2017,Health personnel: Nurses and midwives (number),190365.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
528,Netherlands,2017,Health personnel: Nurses and midwives personnel (per 1000 population),11.1839,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2002,Health personnel: Physicians (number),8190.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2002,Health personnel: Physicians (per 1000 population),20.6700,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2002,Health personnel: Dentists (number),1620.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2002,Health personnel: Dentists (per 1000 population),0.4088,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2005,Health personnel: Physicians (number),11555.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2005,Health personnel: Physicians (per 1000 population),27.9400,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2005,Health personnel: Pharmacists (number),2787.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2005,Health personnel: Pharmacists (per 1000 population),0.6739,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2005,Health personnel: Nurses and midwives (number),40141.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2005,Health personnel: Nurses and midwives personnel (per 1000 population),9.7067,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2010,Health personnel: Physicians (number),13398.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2010,Health personnel: Physicians (per 1000 population),30.6600,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2010,Health personnel: Dentists (number),2548.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2010,Health personnel: Dentists (per 1000 population),0.5831,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2010,Health personnel: Pharmacists (number),2750.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2010,Health personnel: Pharmacists (per 1000 population),0.6293,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2010,Health personnel: Nurses and midwives (number),46218.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2010,Health personnel: Nurses and midwives personnel (per 1000 population),10.5760,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2012,Health personnel: Physicians (number),14280.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2012,Health personnel: Physicians (per 1000 population),31.9600,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2012,Health personnel: Dentists (number),2663.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2012,Health personnel: Dentists (per 1000 population),0.5961,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2012,Health personnel: Pharmacists (number),2861.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2012,Health personnel: Pharmacists (per 1000 population),0.6403,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2012,Health personnel: Nurses and midwives (number),46716.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2012,Health personnel: Nurses and midwives personnel (per 1000 population),10.4545,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2015,Health personnel: Physicians (number),15210.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2015,Health personnel: Physicians (per 1000 population),32.9600,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2015,Health personnel: Pharmacists (number),3075.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2015,Health personnel: Pharmacists (per 1000 population),0.6664,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2015,Health personnel: Nurses and midwives (number),55330.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2015,Health personnel: Nurses and midwives personnel (per 1000 population),11.9905,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2016,Health personnel: Physicians (number),15764.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2016,Health personnel: Physicians (per 1000 population),33.8300,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
554,New Zealand,2016,Health personnel: Dentists (number),3160.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
